"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"UQCRFS1",1.74903919392302e-118,0.492896604663907,0.295,0.073,4.57216335683417e-114,"2","UQCRFS1"
"TAGLN2",2.4799495580549e-118,0.412411809170117,0.351,0.097,6.4828361397113e-114,"2","TAGLN2"
"TOP1",2.76368959498331e-118,0.625820796136107,0.27,0.062,7.22456097024588e-114,"2","TOP1"
"RAB2A",2.8645433511786e-118,0.368698787875425,0.299,0.074,7.48820277431598e-114,"2","RAB2A"
"HNRNPD",7.35976010264192e-118,0.276560854573743,0.511,0.17,1.92391488843162e-113,"2","HNRNPD"
"MSL1",1.3596186216405e-117,0.335529739186014,0.368,0.105,3.55417903883044e-113,"2","MSL1"
"CAPRIN1",1.37381959741074e-117,0.367542683243954,0.289,0.071,3.59130180959142e-113,"2","CAPRIN1"
"PRNP",2.27140535159116e-117,0.363005072377808,0.338,0.091,5.93768072959445e-113,"2","PRNP"
"MT-ND3",2.71087610092409e-117,0.304899741605238,0.482,0.157,7.08650121542565e-113,"2","MT-ND3"
"RAB27A",3.13406719026197e-117,0.356642636695445,0.334,0.089,8.19276504206381e-113,"2","RAB27A"
"SLC25A3",1.20883565986154e-116,0.27725902270437,0.507,0.169,3.16001729844406e-112,"2","SLC25A3"
"CTDSP2",1.30882934677191e-116,0.437189667341951,0.273,0.064,3.42141079539644e-112,"2","CTDSP2"
"CNBP",1.53477746015761e-116,0.307203707974314,0.676,0.254,4.012061758598e-112,"2","CNBP"
"CANX",1.72911076418049e-116,0.333591451106825,0.643,0.238,4.52006844864421e-112,"2","CANX"
"EIF4E3",1.86288579108254e-116,0.46661750072893,0.312,0.08,4.86976974646888e-112,"2","EIF4E3"
"SAMD9L",2.90569944829705e-116,0.27537639072219,0.587,0.209,7.59578892779331e-112,"2","SAMD9L"
"TRIM14",3.89791156944873e-116,0.43559760728382,0.279,0.067,1.01895306336959e-111,"2","TRIM14"
"SERPINB9",4.17762680145057e-116,0.562203160803854,0.257,0.058,1.09207342216719e-111,"2","SERPINB9"
"HERC5",5.16091336661547e-116,0.4020409452366,0.321,0.085,1.34911436316695e-111,"2","HERC5"
"H1FX",8.61970485116919e-116,0.415505802042838,0.381,0.112,2.25327704514414e-111,"2","H1FX"
"TMOD3",1.05454314933683e-115,0.387080393927952,0.285,0.069,2.75668124668141e-111,"2","TMOD3"
"TAX1BP1",1.73886465731007e-115,0.368799514616358,0.415,0.128,4.54556610067426e-111,"2","TAX1BP1"
"SCAND1",3.90397154511194e-115,0.443926326633561,0.261,0.06,1.02053720160771e-110,"2","SCAND1"
"FAM21A",4.0673646362461e-115,0.455874585192547,0.268,0.063,1.06324978956109e-110,"2","FAM21A"
"SERINC1",4.33225000919638e-115,0.257874200512333,0.369,0.106,1.13249347490402e-110,"2","SERINC1"
"RPN1",4.85147320244199e-115,0.347422397600685,0.33,0.089,1.26822360985036e-110,"2","RPN1"
"ATP2A2",8.56075360047936e-115,0.376957441856723,0.322,0.086,2.23786659870131e-110,"2","ATP2A2"
"CCNI",1.06018533257919e-114,0.324728524184886,0.634,0.233,2.77143047789526e-110,"2","CCNI"
"EIF3C",1.8845600926909e-114,0.377688793115653,0.312,0.081,4.92642853830329e-110,"2","EIF3C"
"DNM2",7.18489267498589e-114,0.392164200215994,0.34,0.094,1.87820279416806e-109,"2","DNM2"
"VPS28",2.08922010902722e-113,0.449658994584388,0.264,0.062,5.46143028700807e-109,"2","VPS28"
"C17orf62",2.32509686866207e-113,0.471690156180246,0.279,0.069,6.07803572436951e-109,"2","C17orf62"
"PHF21A",2.92234325458494e-113,0.388929845253544,0.287,0.071,7.63929750181048e-109,"2","PHF21A"
"KIAA0319L",3.80073419248416e-113,0.507508440730132,0.276,0.067,9.93549925257285e-109,"2","KIAA0319L"
"ATP5F1",3.94977124976003e-113,0.434488620155478,0.284,0.07,1.03250970239977e-108,"2","ATP5F1"
"NXF1",5.20703196808227e-113,0.483637710465865,0.261,0.061,1.36117022677639e-108,"2","NXF1"
"PSMA1",7.07600116894155e-113,0.51421418824862,0.281,0.069,1.84973746557301e-108,"2","PSMA1"
"CBX3",9.91881047403803e-113,0.44226339603538,0.287,0.072,2.59287624601828e-108,"2","CBX3"
"DBI",2.37713249728281e-112,0.373336188774164,0.288,0.072,6.21406206114699e-108,"2","DBI"
"AZIN1",2.99791206168623e-112,0.516137809277603,0.251,0.057,7.83684192045398e-108,"2","AZIN1"
"WDFY1",1.36126165414788e-111,0.433046463579207,0.266,0.063,3.55847409010796e-107,"2","WDFY1"
"ARPC4",1.8866674036779e-111,0.405621067231381,0.28,0.069,4.9319372599544e-107,"2","ARPC4"
"LAMTOR4",2.15112146705943e-111,0.391400741080197,0.269,0.064,5.62324662704007e-107,"2","LAMTOR4"
"CTSC",9.03363016447909e-111,0.251824330545524,0.337,0.094,2.36148126129648e-106,"2","CTSC"
"RAD23A",2.45548555512199e-110,0.585201406976222,0.26,0.062,6.41888478964438e-106,"2","RAD23A"
"PRDX6",4.44397520468762e-110,0.415225692550907,0.268,0.065,1.16169955825739e-105,"2","PRDX6"
"EIF4H",9.05644337992136e-110,0.327301961582455,0.307,0.082,2.36744486394524e-105,"2","EIF4H"
"CALCOCO2",1.60357912522881e-109,0.357962912445536,0.299,0.078,4.19191619126063e-105,"2","CALCOCO2"
"ACTN4",2.18656787071613e-109,0.285885323010408,0.369,0.109,5.71590707083905e-105,"2","ACTN4"
"KCNAB2",3.35935789139537e-109,0.323511909714395,0.348,0.1,8.78169746389663e-105,"2","KCNAB2"
"OSTF1",1.98418047994728e-108,0.360730607997505,0.316,0.086,5.18684619263018e-104,"2","OSTF1"
"NBR1",2.40795936477872e-108,0.391877334475026,0.304,0.081,6.29464657546805e-104,"2","NBR1"
"ATF6",6.7210218717396e-108,0.295416526303599,0.272,0.067,1.75694232749145e-103,"2","ATF6"
"NDUFB9",8.46349644247663e-108,0.370163997565652,0.297,0.079,2.21244260502781e-103,"2","NDUFB9"
"RALBP1",1.42969347629544e-107,0.327216490148865,0.319,0.088,3.73736171638392e-103,"2","RALBP1"
"COX6B1",5.43030149892512e-107,0.2770612056462,0.327,0.091,1.41953511483401e-102,"2","COX6B1"
"DDOST",6.57531954362821e-107,0.504106996513524,0.27,0.068,1.71885428189985e-102,"2","DDOST"
"USF2",7.50869717766086e-107,0.355680063125346,0.284,0.073,1.96284852921233e-102,"2","USF2"
"VAV1",8.57839569137502e-107,0.418174884915228,0.275,0.07,2.24247841768234e-102,"2","VAV1"
"ARHGDIB",1.35638574805878e-106,0.42415108026664,0.828,0.36,3.54572798400045e-102,"2","ARHGDIB"
"ABHD2",9.18908559519824e-106,0.303669035985195,0.293,0.077,2.40211886544077e-101,"2","ABHD2"
"NRBP1",1.47348646082848e-105,0.47288771448315,0.261,0.064,3.85184095725174e-101,"2","NRBP1"
"DNAJC7",2.06724496753403e-105,0.27207170089092,0.26,0.064,5.4039850696307e-101,"2","DNAJC7"
"LPGAT1",3.26182456485904e-104,0.29324409169399,0.284,0.074,8.52673559499801e-100,"2","LPGAT1"
"ZCCHC6",3.50885965531562e-104,0.271397000111017,0.347,0.103,9.17251002496056e-100,"2","ZCCHC6"
"ACLY",4.61844808582663e-104,0.312335750496188,0.281,0.073,1.20730851411594e-99,"2","ACLY"
"ATP5G2",1.14112024642325e-103,0.309278386225443,0.256,0.063,2.98300243617501e-99,"2","ATP5G2"
"SHOC2",1.27115277974166e-103,0.298230372479649,0.285,0.075,3.32292048152267e-99,"2","SHOC2"
"KIAA0368",2.28044743163533e-103,0.438628409195982,0.297,0.081,5.9613176310379e-99,"2","KIAA0368"
"NT5C3A",3.88896237430356e-103,0.333493970145775,0.272,0.07,1.01661365426669e-98,"2","NT5C3A"
"CYTH4",8.42827895971469e-103,0.318847733020011,0.309,0.085,2.20323640285902e-98,"2","CYTH4"
"MSN",3.20491323383393e-102,0.468617037482443,0.898,0.424,8.37796368456528e-98,"2","MSN"
"SCAMP2",4.26822420027057e-102,0.431927016233247,0.266,0.068,1.11575648819273e-97,"2","SCAMP2"
"TRIM44",2.0376038556976e-101,0.463385039522486,0.277,0.073,5.3265002391791e-97,"2","TRIM44"
"TMED9",5.6160088635952e-101,0.35942961700795,0.301,0.084,1.46808087703242e-96,"2","TMED9"
"LASP1",6.82824769602716e-101,0.29061337549266,0.328,0.096,1.78497223021846e-96,"2","LASP1"
"EIF3G",1.59832128055721e-100,0.3043927866868,0.328,0.096,4.17817165950461e-96,"2","EIF3G"
"KARS",1.87239196565642e-100,0.311639748919516,0.303,0.085,4.89461983742245e-96,"2","KARS"
"PTP4A1",3.44017078114087e-99,0.416240921604034,0.267,0.07,8.99295043898036e-95,"2","PTP4A1"
"LGALS8",4.85521280895559e-99,0.272217115114974,0.257,0.065,1.26920118038908e-94,"2","LGALS8"
"FNDC3B",9.90154254093455e-99,0.387852316222029,0.288,0.079,2.5883622356257e-94,"2","FNDC3B"
"BAG6",4.5080953932739e-98,0.369547257387097,0.253,0.064,1.17846121675573e-93,"2","BAG6"
"CSNK1A1",2.18548586224777e-96,0.303439161908847,0.261,0.069,5.71307859250188e-92,"2","CSNK1A1"
"SMC1A",8.0766030606933e-96,0.266469576404223,0.293,0.083,2.11130480609584e-91,"2","SMC1A"
"GRSF1",8.59342088554805e-96,0.253547836904811,0.255,0.066,2.24640615369112e-91,"2","GRSF1"
"AKAP13",8.62995581282612e-96,0.270933051949908,0.689,0.286,2.25595674903088e-91,"2","AKAP13"
"NDUFB10",1.23500131618255e-95,0.288770286473149,0.282,0.078,3.2284169406328e-91,"2","NDUFB10"
"TMBIM6",1.69405136005372e-95,0.335045710295857,0.824,0.362,4.42841966031643e-91,"2","TMBIM6"
"RAB14",2.31852761438745e-95,0.409309566458876,0.258,0.067,6.06086303677024e-91,"2","RAB14"
"PUM1",7.35815371268705e-95,0.269510297104432,0.292,0.083,1.92349496203352e-90,"2","PUM1"
"FOSL2",8.7590397671246e-95,0.304756115837435,0.284,0.079,2.28970058552404e-90,"2","FOSL2"
"KLF6",1.25801841591605e-94,0.407830286018206,0.83,0.382,3.28858594104614e-90,"2","KLF6"
"HNRNPF",1.49383914454709e-93,0.254402963725814,0.289,0.082,3.90504490776054e-89,"2","HNRNPF"
"RALY",5.81534213060736e-93,0.283673053390236,0.261,0.07,1.52018858636207e-88,"2","RALY"
"RBCK1",5.86209562164792e-91,0.341402545636751,0.254,0.068,1.53241041645498e-86,"2","RBCK1"
"PSMD8",1.50612834548849e-90,0.255708039965508,0.268,0.075,3.93717010794147e-86,"2","PSMD8"
"FLOT2",2.96436797010526e-90,0.452111818635945,0.264,0.073,7.74915431065215e-86,"2","FLOT2"
"SRSF9",1.11381614456447e-89,0.300339467868136,0.267,0.075,2.91162678350599e-85,"2","SRSF9"
"HLA-DPA1",2.48138496821124e-88,0.317663127424576,0.464,0.173,6.486588445401e-84,"2","HLA-DPA1"
"ARPC2",2.88416912608831e-87,0.255405773860037,0.811,0.362,7.53950651250746e-83,"2","ARPC2"
"MYL61",1.59677928299991e-85,0.357681201711337,0.887,0.431,4.17414072369007e-81,"2","MYL6"
"NAA50",2.34104044992578e-83,0.261099325982056,0.255,0.073,6.11971384015099e-79,"2","NAA50"
"PABPC1",4.57681118427041e-79,0.424887044932174,0.935,0.503,1.19642421168013e-74,"2","PABPC1"
"ADAR",1.52549387980309e-76,0.258852895697809,0.853,0.405,3.98779355119326e-72,"2","ADAR"
"UBC",9.01398651070498e-61,0.373701920770647,0.951,0.575,2.35634621376339e-56,"2","UBC"
"MYH9",2.69660955868572e-56,0.25362510351474,0.913,0.496,7.04920704736034e-52,"2","MYH9"
"MT-RNR1",8.48747661405655e-56,0.293669096809101,0.998,0.893,2.21871126168052e-51,"2","MT-RNR1"
"HLA-A",1.43782231965776e-52,0.309578890739695,0.989,0.802,3.75861132581734e-48,"2","HLA-A"
"MALAT1",5.6771734712182e-232,1.08279501099321,0.986,0.958,1.48406991711115e-227,"3","MALAT1"
"SYNE2",7.02634704155102e-145,1.52291193631746,0.664,0.349,1.83675738013185e-140,"3","SYNE2"
"CCL5",1.42443992606337e-100,1.54166082921384,0.531,0.274,3.72362841072225e-96,"3","CCL5"
"SYNE1",2.00358812924779e-90,1.4604343589019,0.543,0.306,5.23757972866664e-86,"3","SYNE1"
"TXNIP",3.11774137927211e-66,0.685542593482966,0.855,0.807,8.15008773955523e-62,"3","TXNIP"
"MACF1",3.43416216186953e-57,1.1186175617859,0.577,0.425,8.97724330734315e-53,"3","MACF1"
"HLA-E",1.53628861434345e-36,0.504588981575187,0.839,0.806,4.01601206675522e-32,"3","HLA-E"
"SPOCK2",1.05072704149647e-34,1.33470472377097,0.329,0.199,2.74670555917593e-30,"3","SPOCK2"
"RNF213",3.62001761591072e-34,0.608653923739027,0.722,0.66,9.46308804975221e-30,"3","RNF213"
"GZMH",5.16353991362951e-31,1.16736299126755,0.332,0.206,1.34980096882189e-26,"3","GZMH"
"GNLY",1.29808884945577e-27,1.06050747194534,0.378,0.258,3.39333406136232e-23,"3","GNLY"
"ARL4C",5.3611500651308e-27,1.1507759442421,0.329,0.215,1.40145823852584e-22,"3","ARL4C"
"AHNAK",7.10310010873336e-25,0.542218310448496,0.722,0.675,1.85682139942399e-20,"3","AHNAK"
"RUNX3",2.22678759873964e-21,1.27524561483657,0.273,0.18,5.82104546186529e-17,"3","RUNX3"
"ETS1",2.45926629575158e-21,0.926646851610016,0.381,0.28,6.4287680237242e-17,"3","ETS1"
"UTRN",1.73045617924418e-17,0.928253005479968,0.415,0.355,4.52358549816222e-13,"3","UTRN"
"SLFN5",2.25939183146764e-17,0.916720685640912,0.398,0.326,5.90627618663955e-13,"3","SLFN5"
"SPN",2.9240998429815e-17,1.22354935935197,0.268,0.188,7.64388939953793e-13,"3","SPN"
"ZFP36L2",3.21821647956622e-17,1.0064881522939,0.392,0.329,8.41273969923405e-13,"3","ZFP36L2"
"PRF1",1.13605021065481e-16,0.749679234732612,0.34,0.247,2.96974885567275e-12,"3","PRF1"
"PTPRC",1.56538882471059e-16,0.473159200147694,0.663,0.642,4.09208292667595e-12,"3","PTPRC"
"GZMA",7.40804573357631e-14,0.907027438725572,0.255,0.178,1.93653723521418e-09,"3","GZMA"
"MT-ND2",1.67710916223255e-12,0.529468699320898,0.585,0.582,4.38413106099211e-08,"3","MT-ND2"
"PIK3R1",2.37730787374145e-11,1.16328254277703,0.255,0.199,6.21452051274751e-07,"3","PIK3R1"
"SRRM2",5.11541694877733e-10,0.673806893111879,0.441,0.424,1.33722114457988e-05,"3","SRRM2"
"PTPRCAP",9.25460671365804e-10,0.926799683682421,0.254,0.197,2.41924674101735e-05,"3","PTPRCAP"
"ITGAL",2.15027398196218e-09,0.845268401186075,0.358,0.323,5.62103121624734e-05,"3","ITGAL"
"MT-ND4",1.32524002035607e-08,0.346754561795292,0.655,0.677,0.00034643099372128,"3","MT-ND4"
"PRRC2C",3.19659115385701e-08,0.731761755538813,0.382,0.363,0.000835620893529761,"3","PRRC2C"
"CALM1",2.45996648780685e-07,0.467485921084361,0.502,0.506,0.00643059839577588,"3","CALM1"
"MT-CO1",5.16054193361554e-07,0.290139535483863,0.736,0.761,0.0134901726686644,"3","MT-CO1"
"FLNA",2.05968839201735e-06,0.518663993523982,0.447,0.448,0.0538423142557255,"3","FLNA"
"MT-ATP6",3.16309291402101e-06,0.3563288086027,0.59,0.61,0.0826864118654232,"3","MT-ATP6"
"XAF1",1.8336266705722e-05,0.414030359133616,0.502,0.518,0.479328347954278,"3","XAF1"
"RPL3",4.99986774250603e-05,0.383556023306368,0.529,0.55,1,"3","RPL3"
"MT-CO2",6.62768237261202e-05,0.297406313704653,0.586,0.629,1,"3","MT-CO2"
"BTG1",0.000104396581422895,0.651751312899639,0.378,0.378,1,"3","BTG1"
"TSC22D3",0.00011107014517607,0.750351789956185,0.3,0.285,1,"3","TSC22D3"
"KIAA1551",0.000111915540833381,0.737443865055739,0.256,0.233,1,"3","KIAA1551"
"CHD2",0.000297645318616127,0.762546376037166,0.25,0.229,1,"3","CHD2"
"SAMD9",0.00149469977070332,0.33712159822895,0.193,0.263,1,"3","SAMD9"
"DDX5",0.00390807995207829,0.294603027731348,0.517,0.562,1,"3","DDX5"
"RBM39",0.00438177280476445,0.580914323647538,0.369,0.389,1,"3","RBM39"
"PRKCB",0.00480586098579138,0.257923806684903,0.2,0.262,1,"3","PRKCB"
"PRF11",0,2.52640328970249,0.819,0.184,0,"4","PRF1"
"GZMB",0,2.29183859262277,0.739,0.172,0,"4","GZMB"
"SYNE21",0,1.76699854844813,0.884,0.322,0,"4","SYNE2"
"GNLY1",0,2.07918136897822,0.753,0.209,0,"4","GNLY"
"SYNE11",0,1.89481103528238,0.81,0.272,0,"4","SYNE1"
"GPR56",8.69174405447093e-290,2.33361423772826,0.439,0.071,2.27210881327925e-285,"4","GPR56"
"CCL51",1.07815780771876e-288,1.70177414612426,0.77,0.245,2.81841232515761e-284,"4","CCL5"
"GZMH1",1.14995365406699e-279,1.83377575067752,0.645,0.165,3.00609384709652e-275,"4","GZMH"
"MYOM2",7.18495365073871e-275,2.57073139180769,0.412,0.067,1.87821873383961e-270,"4","MYOM2"
"FGFBP2",8.24044758845068e-258,1.95958969610847,0.539,0.124,2.15413540409689e-253,"4","FGFBP2"
"SPON2",4.49690853878272e-251,2.52388874956618,0.372,0.058,1.17553686112319e-246,"4","SPON2"
"CD247",9.28687814367048e-247,2.14217643430275,0.499,0.113,2.4276828155369e-242,"4","CD247"
"MALAT11",1.4953846164126e-243,0.965975724734515,0.999,0.956,3.90908492576418e-239,"4","MALAT1"
"ARL4C1",1.44666267087756e-236,1.72616791115168,0.615,0.178,3.78172088794102e-232,"4","ARL4C"
"GZMA1",1.98624012227028e-224,1.73628644327463,0.544,0.14,5.19223030362673e-220,"4","GZMA"
"NKG7",3.1820611258866e-210,1.85845757636101,0.449,0.102,8.31822598918017e-206,"4","NKG7"
"RUNX31",9.09541655755169e-209,1.80352705991628,0.527,0.147,2.37763284230959e-204,"4","RUNX3"
"TGFBR3",5.23959858333303e-203,1.93304066146022,0.381,0.075,1.36968346566909e-198,"4","TGFBR3"
"TRGC1",1.23932023627192e-202,2.22029518191552,0.386,0.08,3.23970702963842e-198,"4","TRGC1"
"KLRD1",2.78997021426172e-202,2.04923263404999,0.336,0.058,7.29326113710157e-198,"4","KLRD1"
"MACF11",1.26776119243099e-199,1.35106681569253,0.823,0.393,3.31405453313384e-195,"4","MACF1"
"CX3CR1",7.44367873843624e-169,1.90899546139444,0.41,0.108,1.94585205901462e-164,"4","CX3CR1"
"TRGC2",1.02535403221342e-164,2.10980359503603,0.295,0.055,2.68037797560911e-160,"4","TRGC2"
"SPOCK21",1.80546063248027e-160,1.43546521719258,0.53,0.173,4.71965463936667e-156,"4","SPOCK2"
"FCGR3A",9.24970091010061e-154,1.39452908980634,0.536,0.182,2.4179643149094e-149,"4","FCGR3A"
"CST7",1.41153077435845e-153,1.72421703794105,0.357,0.085,3.68988259725041e-149,"4","CST7"
"SPN1",2.78302385357282e-151,1.54837874695019,0.485,0.159,7.27510265562471e-147,"4","SPN"
"TXNIP1",1.03485226311695e-149,0.834960117476618,0.97,0.792,2.70520730101402e-145,"4","TXNIP"
"IL2RB",2.4283869407562e-146,2.05953356894044,0.29,0.06,6.34804630183079e-142,"4","IL2RB"
"CTSW",3.33512788587704e-146,1.83374854668049,0.289,0.059,8.71835780647117e-142,"4","CTSW"
"CYFIP2",8.60375009151072e-141,1.35352228250433,0.497,0.169,2.24910631142182e-136,"4","CYFIP2"
"GNPTAB",9.61734461988512e-137,1.64884511390061,0.406,0.126,2.51407005708417e-132,"4","GNPTAB"
"SLFN51",2.82065511401553e-136,1.2023074672657,0.653,0.293,7.37347453354799e-132,"4","SLFN5"
"ETS11",3.79816869362249e-136,1.10429340443886,0.627,0.248,9.92879278199855e-132,"4","ETS1"
"RP11-94L15.2",1.67884312453623e-134,1.51092333139893,0.365,0.098,4.38866381185015e-130,"4","RP11-94L15.2"
"HLA-E1",7.31384219206196e-133,0.716911647882299,0.964,0.789,1.91191148742692e-128,"4","HLA-E"
"HLA-B",2.49474506798054e-129,0.515771734764799,0.998,0.959,6.52151308220792e-125,"4","HLA-B"
"CD3G",5.0874769459213e-129,1.53805546665429,0.373,0.106,1.32991734843329e-124,"4","CD3G"
"MYBL1",4.10675484639275e-127,1.74130987300059,0.287,0.066,1.07354678439553e-122,"4","MYBL1"
"IL32",8.27626794604837e-127,1.44887462228415,0.405,0.123,2.16349920377651e-122,"4","IL32"
"SLAMF7",8.99603289256844e-126,1.61147296213394,0.366,0.107,2.35165295844631e-121,"4","SLAMF7"
"ITGAL1",9.0431840234837e-124,1.24308404296352,0.624,0.288,2.36397873557888e-119,"4","ITGAL"
"CD3D",1.03551374838857e-119,1.31571046511641,0.404,0.126,2.70693648966256e-115,"4","CD3D"
"RORA",3.81216363123747e-118,1.41017529799221,0.347,0.099,9.96537694841787e-114,"4","RORA"
"RNF2131",9.01142306818514e-118,0.811173207343622,0.921,0.634,2.35567610425428e-113,"4","RNF213"
"PTPRCAP1",3.37279252057617e-117,1.19642660481822,0.47,0.168,8.81681692803818e-113,"4","PTPRCAP"
"PRKCH",5.630065674631e-115,1.56702789449249,0.302,0.079,1.47175546800529e-110,"4","PRKCH"
"NFATC2",3.35354032629655e-111,1.69500711214244,0.263,0.063,8.7664897669718e-107,"4","NFATC2"
"ZAP70",6.11847192678112e-107,1.49744538386571,0.263,0.064,1.59942974637985e-102,"4","ZAP70"
"DIP2A",2.62221142315754e-105,1.55769054189965,0.302,0.086,6.85472288127612e-101,"4","DIP2A"
"EVL",6.75392226782713e-105,1.21638995509767,0.398,0.135,1.76554282003269e-100,"4","EVL"
"CD3E",3.68274266657868e-104,1.32340831034054,0.321,0.093,9.62705760470332e-100,"4","CD3E"
"GNG2",7.02120030363568e-102,1.53160922152532,0.291,0.082,1.8354119713734e-97,"4","GNG2"
"CALM11",2.7397392284053e-100,0.902937516261004,0.785,0.468,7.16195231697429e-96,"4","CALM1"
"MLLT6",5.07620262441261e-100,1.29938238734243,0.374,0.127,1.3269701280477e-95,"4","MLLT6"
"PATL2",7.23534909411975e-97,1.58584619769126,0.251,0.064,1.89139260669384e-92,"4","PATL2"
"FLNA1",8.30382435715554e-97,0.953872640009553,0.726,0.411,2.17070272520403e-92,"4","FLNA"
"CD2",1.66867822224165e-94,1.35265028502675,0.3,0.089,4.36209174076188e-90,"4","CD2"
"ZFP36L21",1.01769994220739e-93,1.0178830289543,0.605,0.301,2.66036941892434e-89,"4","ZFP36L2"
"ATP2B4",4.3597892111606e-93,1.43265739529632,0.356,0.126,1.13969249768949e-88,"4","ATP2B4"
"BTN3A1",4.6102064551211e-93,1.2189580889174,0.377,0.135,1.20515406943321e-88,"4","BTN3A1"
"LCK",1.46818038820556e-92,1.29897279626625,0.275,0.077,3.83797035280816e-88,"4","LCK"
"BTN3A2",2.28258603797573e-91,1.14282511166385,0.449,0.188,5.96690816187236e-87,"4","BTN3A2"
"IL2RG",6.16333321880354e-88,1.35891498120719,0.316,0.105,1.61115693672743e-83,"4","IL2RG"
"UTRN1",1.25808937931326e-86,0.968484594117298,0.618,0.328,3.28877144646279e-82,"4","UTRN"
"PIP4K2A",6.56567940106428e-86,1.04084324502169,0.446,0.189,1.71633425223221e-81,"4","PIP4K2A"
"LPCAT1",2.90382282090576e-85,1.41601386304812,0.328,0.117,7.59088323612974e-81,"4","LPCAT1"
"STK10",1.73198122081924e-84,1.07524741849068,0.482,0.22,4.52757210934357e-80,"4","STK10"
"APOL6",8.52794659489362e-81,1.03051606986168,0.507,0.248,2.22929051937114e-76,"4","APOL6"
"SLC9A3R1",2.68842148912957e-80,1.21636270958217,0.302,0.103,7.0278026147336e-76,"4","SLC9A3R1"
"DIAPH1",1.38297135732731e-75,0.865961009051964,0.564,0.294,3.61522542518932e-71,"4","DIAPH1"
"PPP2R5C",2.48971217139546e-74,1.02950167708077,0.414,0.18,6.50835658724488e-70,"4","PPP2R5C"
"PARP8",4.30480028986832e-74,1.06571763186268,0.341,0.129,1.12531784377448e-69,"4","PARP8"
"CD6",1.20108292549678e-73,1.16519907850648,0.267,0.085,3.13975087554112e-69,"4","CD6"
"EFHD21",2.74690593213461e-73,0.862928777452812,0.596,0.321,7.18068679719308e-69,"4","EFHD2"
